event,type,status,side,r,best_r,entry,sl,risk_usd_0_10,pnl_usd_0_10,balance_after,trail_start_r,trail_distance_r,max_hold_minutes
May 20 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,944.3199999999998,3.0,1.5,240
May 29 2026 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,944.3199999999998,3.0,1.5,240
Jun 05 2026 NFP / Jobs,NFP,timeout,sell,6.593119077049784,6.72296044499378,4455.728,4475.144,194.16,1280.12,2224.4399999999996,3.0,1.5,240
Jun 10 2026 CPI,CPI,breakeven,buy,0.0,1.2992925811717966,4145.018,4122.966,220.52,0.0,2224.4399999999996,3.0,1.5,240
Jun 17 2026 FOMC Statement,FOMC,breakeven,sell,0.0,1.880707482993197,4371.988,4390.363,183.75,0.0,2224.4399999999996,3.0,1.5,240
Jun 25 2026 PCE,PCE,timeout,buy,2.0812026726057633,2.3782628062360436,3990.702,3968.252,224.5,467.23,2691.6699999999996,3.0,1.5,240
Jul 02 2026 NFP / Jobs,NFP,breakeven,buy,0.0,2.569506955810108,4072.322,4052.77,195.52,0.0,2691.6699999999996,3.0,1.5,240
Jul 08 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,2691.6699999999996,3.0,1.5,240
Jul 14 2026 CPI,CPI,breakeven,buy,0.0,2.7039171682137773,4036.96,4017.354,196.06,0.0,2691.6699999999996,3.0,1.5,240
Jul 30 2025 FOMC Statement,FOMC,no_trigger,,0.0,,,,0.0,0.0,500.0,3.0,1.5,360
Jul 31 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,500.0,3.0,1.5,360
Aug 01 2025 NFP / Jobs,NFP,timeout,buy,1.910216379074195,2.581210627225396,3307.994,3289.739,182.55,348.71,848.71,3.0,1.5,360
Aug 12 2025 CPI,CPI,timeout,buy,0.06625432435266408,0.6165216479714715,3347.449,3328.371,190.78,12.64,861.35,3.0,1.5,360
Aug 20 2025 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,861.35,3.0,1.5,360
Aug 29 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,861.35,3.0,1.5,360
Sep 05 2025 NFP / Jobs,NFP,timeout,buy,1.9194447311383738,2.0524305913922807,3560.304,3540.926,193.78,371.95,1233.3,3.0,1.5,360
Sep 11 2025 CPI,CPI,both_sides_same_bar_skip,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,360
Sep 17 2025 FOMC Statement,FOMC,both_sides_same_bar_skip,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,360
Sep 26 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,360
Oct 03 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,360
Oct 08 2025 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,360
Oct 15 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,360
Oct 29 2025 FOMC Statement,FOMC,loss,sell,-1.0,0.5054171478853906,3987.756,4005.939,181.83,-181.83,1051.47,3.0,1.5,360
Oct 31 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,1051.47,3.0,1.5,360
Nov 07 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,1051.47,3.0,1.5,360
Nov 13 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,1051.47,3.0,1.5,360
Nov 19 2025 FOMC Minutes,FOMC,timeout,sell,-0.3678094739596984,0.7983250457995257,4080.806,4099.911,191.05,-70.27,981.2,3.0,1.5,360
Nov 26 2025 PCE,PCE,breakeven,sell,0.0,1.2300769814594283,4159.198,4177.644,184.46,0.0,981.2,3.0,1.5,360
Dec 05 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,981.2,3.0,1.5,360
Dec 10 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,981.2,3.0,1.5,360
Dec 10 2025 FOMC Statement,FOMC,breakeven,buy,0.0,1.0134657465073613,4201.789,4183.966,178.23,0.0,981.2,3.0,1.5,360
Dec 23 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,981.2,3.0,1.5,360
Jan 07 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,981.2,3.0,1.5,360
Jan 09 2026 NFP / Jobs,NFP,loss,sell,-1.0,0.2886180867334629,4464.756,4485.025,202.69,-202.69,778.51,3.0,1.5,360
Jan 13 2026 CPI,CPI,breakeven,buy,0.0,1.323738027439852,4609.172,4589.857,193.15,0.0,778.51,3.0,1.5,360
Jan 28 2026 FOMC Statement,FOMC,timeout,buy,9.91034783874285,10.251103672440058,5284.673,5264.06,206.13,2042.82,2821.33,3.0,1.5,360
Jan 30 2026 PCE / PPI,PCE,loss,sell,-1.0,0.3290268881410131,5020.434,5048.067,276.33,-276.33,2545.0,3.0,1.5,360
Feb 11 2026 NFP / Jobs,NFP,breakeven,sell,0.0,2.57037710131754,5077.842,5099.852,220.1,0.0,2545.0,3.0,1.5,360
Feb 13 2026 CPI,CPI,breakeven,buy,0.0,1.4646718766727649,4974.521,4955.839,186.82,0.0,2545.0,3.0,1.5,360
Feb 18 2026 FOMC Minutes,FOMC,loss,buy,-1.0,0.2497191011235766,4991.05,4973.25,178.0,-178.0,2367.0,3.0,1.5,360
Feb 27 2026 PPI / PCE,PCE,loss,sell,-1.0,0.8639737991266107,5227.356,5250.256,229.0,-229.0,2138.0,3.0,1.5,360
Mar 11 2026 CPI,CPI,loss,buy,-1.0,0.0038354996803812414,5196.455,5177.683,187.72,-187.72,1950.28,3.0,1.5,360
Mar 18 2026 PPI / FOMC,FOMC,loss,buy,-1.0,0.03797739568272254,4898.525,4879.856,186.69,-186.69,1763.59,3.0,1.5,360
Apr 03 2026 NFP / Jobs,NFP,no_data,,,,,,,,1763.59,3.0,1.5,360
Apr 10 2026 CPI,CPI,breakeven,buy,0.0,1.360073766712799,4768.61,4749.089,195.21,0.0,1763.59,3.0,1.5,360
Apr 29 2026 FOMC Statement,FOMC,breakeven,sell,0.0,1.033077709611496,4538.121,4557.681,195.6,0.0,1763.59,3.0,1.5,360
May 08 2026 NFP / Jobs,NFP,loss,sell,-1.0,0.014166096160947855,4702.849,4721.838,189.89,-189.89,1573.6999999999998,3.0,1.5,360
May 12 2026 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,1573.6999999999998,3.0,1.5,360
May 20 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,1573.6999999999998,3.0,1.5,360
May 29 2026 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,1573.6999999999998,3.0,1.5,360
Jun 05 2026 NFP / Jobs,NFP,timeout,sell,6.283992583436298,6.831479192418581,4455.728,4475.144,194.16,1220.1,2793.7999999999997,3.0,1.5,360
Jun 10 2026 CPI,CPI,breakeven,buy,0.0,1.2992925811717966,4145.018,4122.966,220.52,0.0,2793.7999999999997,3.0,1.5,360
Jun 17 2026 FOMC Statement,FOMC,breakeven,sell,0.0,1.880707482993197,4371.988,4390.363,183.75,0.0,2793.7999999999997,3.0,1.5,360
Jun 25 2026 PCE,PCE,timeout,buy,1.7545211581291398,2.3782628062360436,3990.702,3968.252,224.5,393.89,3187.6899999999996,3.0,1.5,360
Jul 02 2026 NFP / Jobs,NFP,breakeven,buy,0.0,2.569506955810108,4072.322,4052.77,195.52,0.0,3187.6899999999996,3.0,1.5,360
Jul 08 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,3187.6899999999996,3.0,1.5,360
Jul 14 2026 CPI,CPI,breakeven,buy,0.0,2.7039171682137773,4036.96,4017.354,196.06,0.0,3187.6899999999996,3.0,1.5,360
Jul 30 2025 FOMC Statement,FOMC,no_trigger,,0.0,,,,0.0,0.0,500.0,3.0,1.5,720
Jul 31 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,500.0,3.0,1.5,720
Aug 01 2025 NFP / Jobs,NFP,timeout,buy,1.910216379074195,2.581210627225396,3307.994,3289.739,182.55,348.71,848.71,3.0,1.5,720
Aug 12 2025 CPI,CPI,timeout,buy,0.06625432435266408,0.6165216479714715,3347.449,3328.371,190.78,12.64,861.35,3.0,1.5,720
Aug 20 2025 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,861.35,3.0,1.5,720
Aug 29 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,861.35,3.0,1.5,720
Sep 05 2025 NFP / Jobs,NFP,timeout,buy,1.9194447311383738,2.0524305913922807,3560.304,3540.926,193.78,371.95,1233.3,3.0,1.5,720
Sep 11 2025 CPI,CPI,both_sides_same_bar_skip,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,720
Sep 17 2025 FOMC Statement,FOMC,both_sides_same_bar_skip,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,720
Sep 26 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,720
Oct 03 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,720
Oct 08 2025 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,720
Oct 15 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,1233.3,3.0,1.5,720
Oct 29 2025 FOMC Statement,FOMC,loss,sell,-1.0,0.5054171478853906,3987.756,4005.939,181.83,-181.83,1051.47,3.0,1.5,720
Oct 31 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,1051.47,3.0,1.5,720
Nov 07 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,1051.47,3.0,1.5,720
Nov 13 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,1051.47,3.0,1.5,720
Nov 19 2025 FOMC Minutes,FOMC,timeout,sell,-0.3678094739596984,0.7983250457995257,4080.806,4099.911,191.05,-70.27,981.2,3.0,1.5,720
Nov 26 2025 PCE,PCE,breakeven,sell,0.0,1.2300769814594283,4159.198,4177.644,184.46,0.0,981.2,3.0,1.5,720
Dec 05 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,981.2,3.0,1.5,720
Dec 10 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,981.2,3.0,1.5,720
Dec 10 2025 FOMC Statement,FOMC,breakeven,buy,0.0,1.0134657465073613,4201.789,4183.966,178.23,0.0,981.2,3.0,1.5,720
Dec 23 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,981.2,3.0,1.5,720
Jan 07 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,981.2,3.0,1.5,720
Jan 09 2026 NFP / Jobs,NFP,loss,sell,-1.0,0.2886180867334629,4464.756,4485.025,202.69,-202.69,778.51,3.0,1.5,720
Jan 13 2026 CPI,CPI,breakeven,buy,0.0,1.323738027439852,4609.172,4589.857,193.15,0.0,778.51,3.0,1.5,720
Jan 28 2026 FOMC Statement,FOMC,timeout,buy,9.91034783874285,10.251103672440058,5284.673,5264.06,206.13,2042.82,2821.33,3.0,1.5,720
Jan 30 2026 PCE / PPI,PCE,loss,sell,-1.0,0.3290268881410131,5020.434,5048.067,276.33,-276.33,2545.0,3.0,1.5,720
Feb 11 2026 NFP / Jobs,NFP,breakeven,sell,0.0,2.57037710131754,5077.842,5099.852,220.1,0.0,2545.0,3.0,1.5,720
Feb 13 2026 CPI,CPI,breakeven,buy,0.0,1.4646718766727649,4974.521,4955.839,186.82,0.0,2545.0,3.0,1.5,720
Feb 18 2026 FOMC Minutes,FOMC,loss,buy,-1.0,0.2497191011235766,4991.05,4973.25,178.0,-178.0,2367.0,3.0,1.5,720
Feb 27 2026 PPI / PCE,PCE,loss,sell,-1.0,0.8639737991266107,5227.356,5250.256,229.0,-229.0,2138.0,3.0,1.5,720
Mar 11 2026 CPI,CPI,loss,buy,-1.0,0.0038354996803812414,5196.455,5177.683,187.72,-187.72,1950.28,3.0,1.5,720
Mar 18 2026 PPI / FOMC,FOMC,loss,buy,-1.0,0.03797739568272254,4898.525,4879.856,186.69,-186.69,1763.59,3.0,1.5,720
Apr 03 2026 NFP / Jobs,NFP,no_data,,,,,,,,1763.59,3.0,1.5,720
Apr 10 2026 CPI,CPI,breakeven,buy,0.0,1.360073766712799,4768.61,4749.089,195.21,0.0,1763.59,3.0,1.5,720
Apr 29 2026 FOMC Statement,FOMC,breakeven,sell,0.0,1.033077709611496,4538.121,4557.681,195.6,0.0,1763.59,3.0,1.5,720
May 08 2026 NFP / Jobs,NFP,loss,sell,-1.0,0.014166096160947855,4702.849,4721.838,189.89,-189.89,1573.6999999999998,3.0,1.5,720
May 12 2026 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,1573.6999999999998,3.0,1.5,720
May 20 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,1573.6999999999998,3.0,1.5,720
May 29 2026 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,1573.6999999999998,3.0,1.5,720
Jun 05 2026 NFP / Jobs,NFP,timeout,sell,6.283992583436298,6.831479192418581,4455.728,4475.144,194.16,1220.1,2793.7999999999997,3.0,1.5,720
Jun 10 2026 CPI,CPI,breakeven,buy,0.0,1.2992925811717966,4145.018,4122.966,220.52,0.0,2793.7999999999997,3.0,1.5,720
Jun 17 2026 FOMC Statement,FOMC,breakeven,sell,0.0,1.880707482993197,4371.988,4390.363,183.75,0.0,2793.7999999999997,3.0,1.5,720
Jun 25 2026 PCE,PCE,timeout,buy,1.7545211581291398,2.3782628062360436,3990.702,3968.252,224.5,393.89,3187.6899999999996,3.0,1.5,720
Jul 02 2026 NFP / Jobs,NFP,breakeven,buy,0.0,2.569506955810108,4072.322,4052.77,195.52,0.0,3187.6899999999996,3.0,1.5,720
Jul 08 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,3187.6899999999996,3.0,1.5,720
Jul 14 2026 CPI,CPI,breakeven,buy,0.0,2.7039171682137773,4036.96,4017.354,196.06,0.0,3187.6899999999996,3.0,1.5,720
Jul 30 2025 FOMC Statement,FOMC,no_trigger,,0.0,,,,0.0,0.0,500.0,3.0,2.0,120
Jul 31 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,500.0,3.0,2.0,120
Aug 01 2025 NFP / Jobs,NFP,timeout,buy,2.004437140509432,2.581210627225396,3307.994,3289.739,182.55,365.91,865.9100000000001,3.0,2.0,120
Aug 12 2025 CPI,CPI,timeout,buy,-0.6956179893070659,0.5546703008701066,3347.449,3328.371,190.78,-132.71,733.2,3.0,2.0,120
Aug 20 2025 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,733.2,3.0,2.0,120
Aug 29 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,733.2,3.0,2.0,120
Sep 05 2025 NFP / Jobs,NFP,timeout,buy,1.1956342243781444,1.9397770667767384,3560.304,3540.926,193.78,231.69,964.8900000000001,3.0,2.0,120
Sep 11 2025 CPI,CPI,both_sides_same_bar_skip,,0.0,,,,0.0,0.0,964.8900000000001,3.0,2.0,120
Sep 17 2025 FOMC Statement,FOMC,both_sides_same_bar_skip,,0.0,,,,0.0,0.0,964.8900000000001,3.0,2.0,120
Sep 26 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,964.8900000000001,3.0,2.0,120
Oct 03 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,964.8900000000001,3.0,2.0,120
Oct 08 2025 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,964.8900000000001,3.0,2.0,120
Oct 15 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,964.8900000000001,3.0,2.0,120
Oct 29 2025 FOMC Statement,FOMC,loss,sell,-1.0,0.5054171478853906,3987.756,4005.939,181.83,-181.83,783.0600000000001,3.0,2.0,120
Oct 31 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,783.0600000000001,3.0,2.0,120
Nov 07 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,783.0600000000001,3.0,2.0,120
Nov 13 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,783.0600000000001,3.0,2.0,120
Nov 19 2025 FOMC Minutes,FOMC,timeout,sell,0.319654540696151,0.6203088196807172,4080.806,4099.911,191.05,61.07,844.1300000000001,3.0,2.0,120
Nov 26 2025 PCE,PCE,breakeven,sell,0.0,1.2300769814594283,4159.198,4177.644,184.46,0.0,844.1300000000001,3.0,2.0,120
Dec 05 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,844.1300000000001,3.0,2.0,120
Dec 10 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,844.1300000000001,3.0,2.0,120
Dec 10 2025 FOMC Statement,FOMC,breakeven,buy,0.0,1.0134657465073613,4201.789,4183.966,178.23,0.0,844.1300000000001,3.0,2.0,120
Dec 23 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,844.1300000000001,3.0,2.0,120
Jan 07 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,844.1300000000001,3.0,2.0,120
Jan 09 2026 NFP / Jobs,NFP,loss,sell,-1.0,0.2886180867334629,4464.756,4485.025,202.69,-202.69,641.44,3.0,2.0,120
Jan 13 2026 CPI,CPI,breakeven,buy,0.0,1.323738027439852,4609.172,4589.857,193.15,0.0,641.44,3.0,2.0,120
Jan 28 2026 FOMC Statement,FOMC,timeout,buy,5.058070149905584,5.184398195313793,5284.673,5264.06,206.13,1042.62,1684.06,3.0,2.0,120
Jan 30 2026 PCE / PPI,PCE,loss,sell,-1.0,0.3290268881410131,5020.434,5048.067,276.33,-276.33,1407.73,3.0,2.0,120
Feb 11 2026 NFP / Jobs,NFP,breakeven,sell,0.0,2.57037710131754,5077.842,5099.852,220.1,0.0,1407.73,3.0,2.0,120
Feb 13 2026 CPI,CPI,breakeven,buy,0.0,1.4646718766727649,4974.521,4955.839,186.82,0.0,1407.73,3.0,2.0,120
Feb 18 2026 FOMC Minutes,FOMC,loss,buy,-1.0,0.2497191011235766,4991.05,4973.25,178.0,-178.0,1229.73,3.0,2.0,120
Feb 27 2026 PPI / PCE,PCE,timeout,sell,-0.27432314410480363,0.8639737991266107,5227.356,5250.256,229.0,-62.82,1166.91,3.0,2.0,120
Mar 11 2026 CPI,CPI,loss,buy,-1.0,0.0038354996803812414,5196.455,5177.683,187.72,-187.72,979.19,3.0,2.0,120
Mar 18 2026 PPI / FOMC,FOMC,loss,buy,-1.0,0.03797739568272254,4898.525,4879.856,186.69,-186.69,792.5,3.0,2.0,120
Apr 03 2026 NFP / Jobs,NFP,no_data,,,,,,,,792.5,3.0,2.0,120
Apr 10 2026 CPI,CPI,timeout,buy,1.2902002971159752,1.3146867476051955,4768.61,4749.089,195.21,251.86,1044.3600000000001,3.0,2.0,120
Apr 29 2026 FOMC Statement,FOMC,breakeven,sell,0.0,1.033077709611496,4538.121,4557.681,195.6,0.0,1044.3600000000001,3.0,2.0,120
May 08 2026 NFP / Jobs,NFP,loss,sell,-1.0,0.014166096160947855,4702.849,4721.838,189.89,-189.89,854.4700000000001,3.0,2.0,120
May 12 2026 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,854.4700000000001,3.0,2.0,120
May 20 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,854.4700000000001,3.0,2.0,120
May 29 2026 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,854.4700000000001,3.0,2.0,120
Jun 05 2026 NFP / Jobs,NFP,timeout,sell,4.842346518335364,5.3016069221260205,4455.728,4475.144,194.16,940.19,1794.6600000000003,3.0,2.0,120
Jun 10 2026 CPI,CPI,breakeven,buy,0.0,1.2992925811717966,4145.018,4122.966,220.52,0.0,1794.6600000000003,3.0,2.0,120
Jun 17 2026 FOMC Statement,FOMC,breakeven,sell,0.0,1.880707482993197,4371.988,4390.363,183.75,0.0,1794.6600000000003,3.0,2.0,120
Jun 25 2026 PCE,PCE,timeout,buy,1.4891759465478567,1.9274832962137822,3990.702,3968.252,224.5,334.32,2128.9800000000005,3.0,2.0,120
Jul 02 2026 NFP / Jobs,NFP,breakeven,buy,0.0,2.569506955810108,4072.322,4052.77,195.52,0.0,2128.9800000000005,3.0,2.0,120
Jul 08 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,2128.9800000000005,3.0,2.0,120
Jul 14 2026 CPI,CPI,breakeven,buy,0.0,2.7039171682137773,4036.96,4017.354,196.06,0.0,2128.9800000000005,3.0,2.0,120
Jul 30 2025 FOMC Statement,FOMC,no_trigger,,0.0,,,,0.0,0.0,500.0,3.0,2.0,240
Jul 31 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,500.0,3.0,2.0,240
Aug 01 2025 NFP / Jobs,NFP,timeout,buy,1.8425089016707512,2.581210627225396,3307.994,3289.739,182.55,336.35,836.35,3.0,2.0,240
Aug 12 2025 CPI,CPI,timeout,buy,0.07741901666840674,0.6165216479714715,3347.449,3328.371,190.78,14.77,851.12,3.0,2.0,240
Aug 20 2025 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,851.12,3.0,2.0,240
Aug 29 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,851.12,3.0,2.0,240
Sep 05 2025 NFP / Jobs,NFP,timeout,buy,2.0409226958406266,2.0524305913922807,3560.304,3540.926,193.78,395.49,1246.6100000000001,3.0,2.0,240
Sep 11 2025 CPI,CPI,both_sides_same_bar_skip,,0.0,,,,0.0,0.0,1246.6100000000001,3.0,2.0,240
Sep 17 2025 FOMC Statement,FOMC,both_sides_same_bar_skip,,0.0,,,,0.0,0.0,1246.6100000000001,3.0,2.0,240
Sep 26 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,1246.6100000000001,3.0,2.0,240
Oct 03 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,1246.6100000000001,3.0,2.0,240
Oct 08 2025 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,1246.6100000000001,3.0,2.0,240
Oct 15 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,1246.6100000000001,3.0,2.0,240
Oct 29 2025 FOMC Statement,FOMC,loss,sell,-1.0,0.5054171478853906,3987.756,4005.939,181.83,-181.83,1064.7800000000002,3.0,2.0,240
Oct 31 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,1064.7800000000002,3.0,2.0,240
Nov 07 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,1064.7800000000002,3.0,2.0,240
Nov 13 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,1064.7800000000002,3.0,2.0,240
Nov 19 2025 FOMC Minutes,FOMC,timeout,sell,0.007903690133464527,0.7983250457995257,4080.806,4099.911,191.05,1.51,1066.2900000000002,3.0,2.0,240
Nov 26 2025 PCE,PCE,breakeven,sell,0.0,1.2300769814594283,4159.198,4177.644,184.46,0.0,1066.2900000000002,3.0,2.0,240
Dec 05 2025 NFP / Jobs,NFP,no_trigger,,0.0,,,,0.0,0.0,1066.2900000000002,3.0,2.0,240
Dec 10 2025 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,1066.2900000000002,3.0,2.0,240
Dec 10 2025 FOMC Statement,FOMC,breakeven,buy,0.0,1.0134657465073613,4201.789,4183.966,178.23,0.0,1066.2900000000002,3.0,2.0,240
Dec 23 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,1066.2900000000002,3.0,2.0,240
Jan 07 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,1066.2900000000002,3.0,2.0,240
Jan 09 2026 NFP / Jobs,NFP,loss,sell,-1.0,0.2886180867334629,4464.756,4485.025,202.69,-202.69,863.6000000000001,3.0,2.0,240
Jan 13 2026 CPI,CPI,breakeven,buy,0.0,1.323738027439852,4609.172,4589.857,193.15,0.0,863.6000000000001,3.0,2.0,240
Jan 28 2026 FOMC Statement,FOMC,timeout,buy,6.44423422112279,6.448066753990428,5284.673,5264.06,206.13,1328.35,2191.95,3.0,2.0,240
Jan 30 2026 PCE / PPI,PCE,loss,sell,-1.0,0.3290268881410131,5020.434,5048.067,276.33,-276.33,1915.62,3.0,2.0,240
Feb 11 2026 NFP / Jobs,NFP,breakeven,sell,0.0,2.57037710131754,5077.842,5099.852,220.1,0.0,1915.62,3.0,2.0,240
Feb 13 2026 CPI,CPI,breakeven,buy,0.0,1.4646718766727649,4974.521,4955.839,186.82,0.0,1915.62,3.0,2.0,240
Feb 18 2026 FOMC Minutes,FOMC,loss,buy,-1.0,0.2497191011235766,4991.05,4973.25,178.0,-178.0,1737.62,3.0,2.0,240
Feb 27 2026 PPI / PCE,PCE,loss,sell,-1.0,0.8639737991266107,5227.356,5250.256,229.0,-229.0,1508.62,3.0,2.0,240
Mar 11 2026 CPI,CPI,loss,buy,-1.0,0.0038354996803812414,5196.455,5177.683,187.72,-187.72,1320.8999999999999,3.0,2.0,240
Mar 18 2026 PPI / FOMC,FOMC,loss,buy,-1.0,0.03797739568272254,4898.525,4879.856,186.69,-186.69,1134.2099999999998,3.0,2.0,240
Apr 03 2026 NFP / Jobs,NFP,no_data,,,,,,,,1134.2099999999998,3.0,2.0,240
Apr 10 2026 CPI,CPI,breakeven,buy,0.0,1.360073766712799,4768.61,4749.089,195.21,0.0,1134.2099999999998,3.0,2.0,240
Apr 29 2026 FOMC Statement,FOMC,breakeven,sell,0.0,1.033077709611496,4538.121,4557.681,195.6,0.0,1134.2099999999998,3.0,2.0,240
May 08 2026 NFP / Jobs,NFP,loss,sell,-1.0,0.014166096160947855,4702.849,4721.838,189.89,-189.89,944.3199999999998,3.0,2.0,240
May 12 2026 CPI,CPI,no_trigger,,0.0,,,,0.0,0.0,944.3199999999998,3.0,2.0,240
May 20 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,944.3199999999998,3.0,2.0,240
May 29 2026 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,944.3199999999998,3.0,2.0,240
Jun 05 2026 NFP / Jobs,NFP,timeout,sell,6.593119077049784,6.72296044499378,4455.728,4475.144,194.16,1280.12,2224.4399999999996,3.0,2.0,240
Jun 10 2026 CPI,CPI,breakeven,buy,0.0,1.2992925811717966,4145.018,4122.966,220.52,0.0,2224.4399999999996,3.0,2.0,240
Jun 17 2026 FOMC Statement,FOMC,breakeven,sell,0.0,1.880707482993197,4371.988,4390.363,183.75,0.0,2224.4399999999996,3.0,2.0,240
Jun 25 2026 PCE,PCE,timeout,buy,2.0812026726057633,2.3782628062360436,3990.702,3968.252,224.5,467.23,2691.6699999999996,3.0,2.0,240
Jul 02 2026 NFP / Jobs,NFP,breakeven,buy,0.0,2.569506955810108,4072.322,4052.77,195.52,0.0,2691.6699999999996,3.0,2.0,240
Jul 08 2026 FOMC Minutes,FOMC,no_trigger,,0.0,,,,0.0,0.0,2691.6699999999996,3.0,2.0,240
Jul 14 2026 CPI,CPI,breakeven,buy,0.0,2.7039171682137773,4036.96,4017.354,196.06,0.0,2691.6699999999996,3.0,2.0,240
Jul 30 2025 FOMC Statement,FOMC,no_trigger,,0.0,,,,0.0,0.0,500.0,3.0,2.0,360
Jul 31 2025 PCE,PCE,no_trigger,,0.0,,,,0.0,0.0,500.0,3.0,2.0,360
Aug 01 2025 NFP / Jobs,NFP,timeout,buy,1.910216379074195,2.581210627225396,3307.994,3289.739,182.55,348.71,848.71,3.0,2.0,360
